name,RA,DEC,Reff,r_mag,g_mag,axis_ratio,pos_angle,n,u,g,r,i,ue,ge,re,ie,Reffe,r_mage,ne,C,mue_r,bae,RFF
UDGcand_5342,51.93016052246094,-36.016387939453125,2.699820041656494,19.98900032043457,-1.0,0.5455999970436096,74.23040008544922,0.8425999879837036,22.05183219909668,21.379241943359375,21.045209884643555,20.823171615600586,0.06606856733560562,0.05306500196456909,0.046560339629650116,0.04374045506119728,0.2950962781906128,0.12430816143751144,0.11222248524427414,2.931328535079956,23.48273468017578,0.02619537152349949,-99.0
UDGcand_5343,52.533267974853516,-36.07394027709961,2.1198599338531494,20.361900329589844,-1.0,0.6014000177383423,-47.4724006652832,0.5748999714851379,23.260351181030273,22.652515411376953,21.331167221069336,20.552814483642578,0.11355216801166534,0.09325116872787476,0.04691114276647568,0.04135870933532715,0.226396843791008,0.1212521493434906,0.11006084829568863,2.821357250213623,23.43621826171875,0.025701794773340225,-99.0
UDGcand_5344,52.51143264770508,-36.59930419921875,1.9729399681091309,19.744199752807617,-1.0,0.6449999809265137,40.53409957885742,0.7968000173568726,22.07420539855957,21.244327545166016,20.830089569091797,20.497968673706055,0.054288070648908615,0.043790552765131,0.03928280994296074,0.041123632341623306,0.14883428812026978,0.08347368240356445,0.08221253752708435,2.6573946475982666,22.738542556762695,0.01932222582399845,-99.0
UDGcand_5345,51.727142333984375,-35.97252655029297,0.5722600221633911,19.57349967956543,-1.0,0.613099992275238,72.7061996459961,10.0,21.554271697998047,20.93548583984375,20.538633346557617,20.38182258605957,0.041354332119226456,0.0352255180478096,0.033929601311683655,0.04021117463707924,0.01010975893586874,0.0175582654774189,0.024315454065799713,4.225490093231201,19.825170516967773,0.00587010383605957,-99.0
UDGcand_5346,52.07356643676758,-36.54191589355469,1.3668999671936035,20.71430015563965,-1.0,0.5914000272750854,-69.43360137939453,4.979400157928467,25.27077865600586,23.837257385253906,21.878833770751953,20.936491012573242,0.2786084711551666,0.12894856929779053,0.04750410094857216,0.04076479747891426,0.10725685954093933,0.0870790034532547,0.0849742665886879,2.821357250213623,22.817562103271484,0.019956789910793304,-99.0
UDGcand_5347,51.978515625,-36.944454193115234,2.3345799446105957,19.022199630737305,-1.0,0.6305000185966492,-61.824798583984375,0.8787999749183655,21.64719581604004,20.848217010498047,20.017221450805664,19.594486236572266,0.05192408338189125,0.04114437475800514,0.03451651707291603,0.04042751342058182,0.14564821124076843,0.06807002425193787,0.07009896636009216,3.116246461868286,22.357330322265625,0.016533102840185165,-99.0
UDGcand_5348,51.94155502319336,-36.19792175292969,2.121540069580078,20.512800216674805,-1.0,0.5654000043869019,6.575900077819824,1.3583999872207642,22.23207664489746,21.7835636138916,21.538009643554688,21.462345123291016,0.058198217302560806,0.054968710988759995,0.050229281187057495,0.04518397897481918,0.23644936084747314,0.12693551182746887,0.11407162994146347,3.313789129257202,23.521820068359375,0.02661743015050888,-99.0
UDGcand_5349,52.26490783691406,-36.086036682128906,2.099479913711548,20.626300811767578,-1.0,0.9229999780654907,39.951499938964844,0.8176000118255615,22.941852569580078,22.26890754699707,21.579914093017578,21.221343994140625,0.12254233658313751,0.09072889387607574,0.060520198196172714,0.04729782044887543,0.3191503584384918,0.17715325951576233,0.14801190793514252,3.231318235397339,24.144737243652344,0.03433961793780327,-99.0
UDGcand_5350,51.975128173828125,-36.8699951171875,2.2851200103759766,19.189800262451172,-1.0,0.7473000288009644,-68.5470962524414,0.9564999938011169,21.782363891601562,20.713884353637695,20.181848526000977,19.884763717651367,0.057396408170461655,0.04054879769682884,0.035977985709905624,0.04080720618367195,0.16601280868053436,0.08016473799943924,0.07965479791164398,2.583148956298828,22.6629581451416,0.01873411238193512,-99.0
UDGcand_5351,52.688568115234375,-36.94649887084961,5.4848198890686035,21.23579978942871,-1.0,0.729200005531311,-30.947200775146484,1.8739999532699585,22.829418182373047,22.477458953857422,21.843551635742188,21.42249870300293,0.5192910432815552,0.4000842571258545,0.23210175335407257,0.148418128490448,2.8106460571289062,0.6533433794975281,0.41037774085998535,2.7483596801757812,26.583602905273438,0.09309681504964828,-99.0
UDGcand_5353,52.3282470703125,-36.37736129760742,4.519420146942139,19.112600326538086,-1.0,0.10989999771118164,-2.3494999408721924,0.5128999948501587,22.528587341308594,21.472671508789062,20.41665267944336,19.936613082885742,0.06316903978586197,0.04635317996144295,0.035499732941389084,0.04041161760687828,0.23425613343715668,0.0557846836745739,0.06000222638249397,2.385606288909912,21.985382080078125,0.014200274832546711,-99.0
UDGcand_5354,51.648536682128906,-36.52741241455078,3.568039894104004,20.32430076599121,-1.0,0.7612000107765198,-24.657499313354492,0.5694000124931335,22.156326293945312,21.71283721923828,21.206064224243164,20.908451080322266,0.13458727300167084,0.10719717293977737,0.07561509311199188,0.05764530599117279,0.7462400794029236,0.24955278635025024,0.19345422089099884,2.218487501144409,24.785070419311523,0.04461877793073654,-99.0
UDGcand_5356,51.76660919189453,-36.103580474853516,2.5626399517059326,19.102500915527344,-1.0,0.6263999938964844,-5.1066999435424805,1.3654999732971191,22.007123947143555,21.211511611938477,19.98663902282715,19.534170150756836,0.06568215042352676,0.04965405911207199,0.034929368644952774,0.040500540286302567,0.1834108531475067,0.078887440264225,0.07866133749485016,3.116246461868286,22.63294219970703,0.01850557141005993,-99.0
